IDName,Sample_related,NewPop,OrderPop,Full.Population.Name,Year.Collected,Clone.ID.2018,Tide,TideCode,Collector,Longitude,Latitude,X,Y,aagx030,aag004,m49,aagx012,aag002,atg002,aagx051,aagx071,m13,m16,aagx030.1,aagx030.2,aag004.1,aag004.2,m49.1,m49.2,aagx012.1,aagx012.2,aag002.1,aag002.2,atg002.1,atg002.2,aagx051.1,aagx051.2,aagx071.1,aagx071.2,m13.1,m13.2,m16.1,m16.2
SHC_28,TU_Tour28,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32135,39.63371,214951.5033,4392377.24,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_29,TU_Tour29,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32124,39.63362,214960.5759,4392366.899,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_30,TU_Tour30,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32107,39.63357,214974.9635,4392360.808,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_01,B1_1B01,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.23985,39.65156667,222019.0959,4394103.83,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_02,B1_1B02,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24018333,39.65133333,221989.5545,4394078.959,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_03,B1_1B03,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24015,39.65115,221991.6795,4394058.503,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_05,B1_1B05,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24048333,39.6508,221961.6699,4394020.681,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_07,B1_1B07,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24078333,39.65051667,221934.7879,4393990.157,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_08,B1_1B08,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24156667,39.65036667,221866.9606,4393975.933,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_09,B1_1B09,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24156667,39.65038333,221867.0274,4393977.783,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_10,B1_1B10,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24163333,39.65033333,221861.1061,4393972.439,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_11,B1_1B11,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24173333,39.65026667,221852.2567,4393965.348,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_12,B1_1B12,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24183333,39.65021667,221843.4742,4393960.108,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_13,B1_1B13,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24208333,39.65006667,221821.4174,4393944.231,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_14,B1_1B14,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24221667,39.64996667,221809.5729,4393933.543,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_19,B1_1B19,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24271667,39.64963333,221765.3252,4393898.088,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_21,B1_1B21,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.2429,39.64925,221748.0532,4393856.1,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_23,B1_1B23,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24321667,39.64923333,221720.8095,4393855.232,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_25,B1_1B25,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24336667,39.64906667,221707.2674,4393837.196,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_28,B1_1B28,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.2391,39.65238333,222086.7333,4394192.169,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_29,B1_1B29,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.2389,39.65245,222104.1639,4394198.95,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SJR_30,B1_1B30,SJR,6,Sir Johns Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.23883333,39.65256667,222110.353,4394211.696,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_01,C2_2C01,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18148333,39.6971,227207.3429,4398979.458,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_02,C2_2C02,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18158333,39.69716667,227199.0296,4398987.164,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_03,C2_2C03,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.1815,39.69713333,227206.0446,4398983.209,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_04,C2_2C04,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18143333,39.69716667,227211.8937,4398986.707,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_05,C2_2C05,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18136667,39.69728333,227218.0702,4398999.455,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_06,C2_2C06,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.1812,39.69721667,227232.1011,4398991.547,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_07,C2_2C07,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18091667,39.69683333,227254.8889,4398948.128,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_10,C2_2C10,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.1807,39.69678333,227273.2736,4398941.917,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_12,C2_2C12,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18041667,39.6967,227297.2438,4398931.804,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_13,C2_2C13,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18038333,39.69673333,227300.2344,4398935.403,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_14,C2_2C14,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18026667,39.6968,227310.5019,4398942.449,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_15,C2_2C15,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.1802,39.6968,227316.2196,4398942.246,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_16,C2_2C16,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18011667,39.69675,227323.169,4398936.442,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_20,C2_2C20,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17973333,39.69678333,227356.1758,4398938.975,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_21,C2_2C21,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.1797,39.69675,227358.9029,4398935.174,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_22,C2_2C22,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17958333,39.69681667,227369.1712,4398942.22,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_23,C2_2C23,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17956667,39.69676667,227370.403,4398936.619,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_24,C2_2C24,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17943333,39.69683333,227382.1009,4398943.613,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_25,C2_2C25,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17935,39.69735,227391.2824,4399000.718,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_26,C2_2C26,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17936667,39.69741667,227390.1154,4399008.171,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_27,C2_2C27,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17953333,39.69741667,227375.8227,4399008.678,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_28,C2_2C28,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17983333,39.69743333,227350.1604,4399011.44,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK1_30,C2_2C30,HCK1,7,Hancock,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18035,39.69748333,227306.0478,4399018.563,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P01,HK_HCKP01,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.176699,39.6974,227618.8285,4398998.206,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P03,HK_HCKP03,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.176344,39.697266,227648.746,4398982.251,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P04,HK_HCKP04,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.176168,39.697251,227663.7807,4398980.051,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P05,HK_HCKP05,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.175921,39.697221,227684.8454,4398975.969,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P06,HK_HCKP06,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17559,39.697196,227713.1336,4398972.188,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P07,HK_HCKP07,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.175401,39.697175,227729.2596,4398969.282,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P08,HK_HCKP08,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.175232,39.697114,227743.5131,4398961.997,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P09,HK_HCKP09,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.175093,39.697106,227755.4023,4398960.686,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P10,HK_HCKP10,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.174926,39.697086,227769.6455,4398957.958,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P11,HK_HCKP11,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.174789,39.697056,227781.2767,4398954.212,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P12,HK_HCKP12,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.174667,39.696994,227791.4956,4398946.958,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P13,HK_HCKP13,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.174543,39.696967,227802.0236,4398943.584,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
HCK2_P15,HK_HCKP15,HCK2,8,Hancock 2,2007,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17398,39.696838,227849.7994,4398927.552,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_01,C1_1C01,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05108333,39.65058333,238214.6215,4393426.602,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_03,C1_1C03,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05133333,39.65038333,238192.4122,4393405.13,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_04,C1_1C04,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05141667,39.6503,238184.9456,4393396.122,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_05,C1_1C05,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05155,39.65015,238172.9373,4393379.859,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_06,C1_1C06,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.0516,39.65003333,238168.2059,4393367.053,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_07,C1_1C07,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05175,39.64956667,238153.571,4393315.686,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_09,C1_1C09,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05166667,39.64916667,238159.2116,4393271.038,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_10,C1_1C10,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05155,39.64906667,238168.8463,4393259.596,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_11,C1_1C11,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05158333,39.6488,238164.979,4393230.089,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_12,C1_1C12,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05143333,39.64878333,238177.7887,4393227.801,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_13,C1_1C13,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05133333,39.64868333,238185.993,4393216.407,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
LC_14,C1_1C14,LC,9,Licking Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05101667,39.64826667,238211.5951,4393169.228,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
